X1_go_counts.txt	X2_go_counts.txt	X3_go_counts.txt	X4_go_counts.txt	X5_go_counts.txt	X6_go_counts.txt	go.name
GO:0004520	70	45	67	50	54	109	endodeoxyribonuclease activity
GO:0005516	105	107	116	103	118	127	calmodulin binding
GO:0004635	69	48	58	48	53	91	phosphoribosyl-AMP cyclohydrolase activity
GO:0031072	68	48	41	28	35	65	heat shock protein binding
GO:0008531	68	43	48	35	42	125	riboflavin kinase activity
GO:0004144	94	118	99	106	120	239	diacylglycerol O-acyltransferase activity
GO:0004071	67	129	42	198	126	226	aspartate-ammonia ligase activity
GO:0004810	69	39	45	25	42	107	tRNA adenylyltransferase activity
GO:0005044	67	342	56	52	98	259	scavenger receptor activity
GO:0016791	97	139	111	85	165	270	phosphatase activity
GO:0043169	65	36	43	29	41	88	cation binding
GO:0043022	112	96	97	104	125	98	ribosome binding
GO:0000062	66	83	50	58	86	101	fatty-acyl-CoA binding
GO:0052855	64	58	82	73	64	220	ADP-dependent NAD(P)H-hydrate dehydratase activity
GO:0016783	64	48	96	55	56	121	sulfurtransferase activity
GO:0004637	122	74	125	78	93	229	phosphoribosylamine-glycine ligase activity
GO:0015649	64	16	57	52	23	21	2-keto-3-deoxygluconate:proton symporter activity
GO:0008915	67	51	65	44	59	178	lipid-A-disaccharide synthase activity
GO:0016884	63	37	69	28	51	104	carbon-nitrogen ligase activity, with glutamine as amido-N-donor
GO:0003729	99	75	53	48	84	130	mRNA binding
GO:0046914	142	76	182	102	104	172	transition metal ion binding
GO:0016307	62	51	34	48	52	59	phosphatidylinositol phosphate kinase activity
GO:0018112	62	63	68	43	43	181	proline racemase activity
GO:0004402	75	78	42	52	61	57	histone acetyltransferase activity
GO:0004527	61	52	27	30	55	55	exonuclease activity
GO:0004673	61	36	52	31	43	135	protein histidine kinase activity
GO:0015288	76	37	74	63	68	68	porin activity
GO:0070402	59	37	70	31	33	107	NADPH binding
GO:0003910	91	72	67	73	87	194	DNA ligase (ATP) activity
GO:0003848	56	34	43	42	57	144	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity
GO:0004017	55	62	46	35	55	91	adenylate kinase activity
GO:0016833	58	46	69	44	47	108	oxo-acid-lyase activity
GO:0019825	70	56	73	63	142	84	oxygen binding
GO:0004174	53	29	42	31	46	64	electron-transferring-flavoprotein dehydrogenase activity
GO:0004348	78	57	80	47	59	163	glucosylceramidase activity
GO:0050797	53	32	48	24	40	96	thymidylate synthase (FAD) activity
GO:0008725	52	42	68	32	42	127	DNA-3-methyladenine glycosylase activity
GO:0016636	52	18	54	26	33	18	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor
GO:0004340	52	37	47	33	39	98	glucokinase activity
GO:0005488	52	43	59	43	46	119	binding
GO:0003785	52	62	12	34	42	31	actin monomer binding
GO:0008685	52	42	67	36	58	138	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity
GO:0004363	104	94	98	56	85	165	glutathione synthase activity
GO:0008982	73	25	80	35	29	105	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
GO:0003917	66	39	33	32	40	42	DNA topoisomerase type I activity
GO:0016872	50	12	51	25	18	24	intramolecular lyase activity
GO:0004146	50	32	66	35	39	125	dihydrofolate reductase activity
GO:0043772	50	31	52	35	39	103	acyl-phosphate glycerol-3-phosphate acyltransferase activity
GO:0003950	63	64	35	52	86	75	NAD+ ADP-ribosyltransferase activity
GO:0004789	51	35	45	30	39	131	thiamine-phosphate diphosphorylase activity
GO:0050518	49	34	82	58	46	147	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
GO:0008176	49	31	37	19	34	107	tRNA (guanine-N7-)-methyltransferase activity
GO:0005351	49	37	28	33	37	62	sugar:proton symporter activity
GO:0008677	48	38	67	57	55	135	2-dehydropantoate 2-reductase activity
GO:0015558	47	33	53	43	33	120	p-aminobenzoyl-glutamate uptake transmembrane transporter activity
GO:0008855	82	63	92	57	69	195	exodeoxyribonuclease VII activity
GO:0008171	72	72	86	64	78	181	O-methyltransferase activity
GO:0000334	46	26	32	32	37	27	3-hydroxyanthranilate 3,4-dioxygenase activity
GO:0003993	77	81	39	39	80	165	acid phosphatase activity
GO:0004150	45	26	47	18	34	51	dihydroneopterin aldolase activity
GO:0015923	45	54	25	34	45	67	mannosidase activity
GO:0015385	45	28	49	27	32	71	sodium:proton antiporter activity
GO:0035091	45	67	27	33	47	72	phosphatidylinositol binding
GO:0005086	45	54	36	49	64	50	ARF guanyl-nucleotide exchange factor activity
GO:0008649	44	19	43	29	35	109	rRNA methyltransferase activity
GO:0018822	44	20	54	29	30	48	nitrile hydratase activity
GO:0016157	44	35	44	22	33	81	sucrose synthase activity
GO:0003854	43	31	23	30	42	71	3-beta-hydroxy-delta5-steroid dehydrogenase activity
GO:0031369	43	51	28	31	56	42	translation initiation factor binding
GO:0008026	43	51	53	31	33	153	ATP-dependent helicase activity
GO:0016818	76	94	85	57	67	248	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
GO:0016763	52	24	42	25	53	113	transferase activity, transferring pentosyl groups
GO:0015501	42	28	29	30	21	71	glutamate:sodium symporter activity
GO:0004764	42	28	46	24	24	101	shikimate 3-dehydrogenase (NADP+) activity
GO:0008927	42	24	38	29	32	93	mannonate dehydratase activity
GO:0008897	41	32	46	32	37	109	holo-[acyl-carrier-protein] synthase activity
GO:0004371	69	59	80	60	79	264	glycerone kinase activity
GO:0004833	41	41	49	56	35	92	tryptophan 2,3-dioxygenase activity
GO:0004866	75	57	54	49	74	117	endopeptidase inhibitor activity
GO:0008829	40	13	31	16	25	42	dCTP deaminase activity
GO:0008882	40	37	56	41	40	141	[glutamate-ammonia-ligase] adenylyltransferase activity
GO:0004359	73	67	64	66	82	121	glutaminase activity
GO:0004392	40	7	42	22	22	8	heme oxygenase (decyclizing) activity
GO:0004594	59	65	57	48	74	136	pantothenate kinase activity
GO:0016852	39	20	38	17	28	66	sirohydrochlorin cobaltochelatase activity
GO:0008817	39	29	26	13	25	67	cob(I)yrinic acid a,c-diamide adenosyltransferase activity
GO:0004386	58	67	45	55	80	121	helicase activity
GO:0009001	39	22	37	26	20	39	serine O-acetyltransferase activity
GO:0008899	37	27	41	22	25	60	homoserine O-succinyltransferase activity
GO:0005085	39	36	29	34	54	51	guanyl-nucleotide exchange factor activity
GO:0004579	42	36	22	44	53	43	dolichyl-diphosphooligosaccharide-protein glycotransferase activity
GO:0004797	37	31	46	30	24	74	thymidine kinase activity
GO:0008880	37	22	28	21	30	77	glucuronate isomerase activity
GO:0015109	36	30	42	35	32	114	chromate transmembrane transporter activity
GO:0003684	84	78	95	68	72	255	damaged DNA binding
GO:0003906	59	50	68	37	41	166	DNA-(apurinic or apyrimidinic site) lyase activity
GO:0016799	59	50	68	37	41	166	hydrolase activity, hydrolyzing N-glycosyl compounds
GO:0009007	37	25	41	17	31	95	site-specific DNA-methyltransferase (adenine-specific) activity
GO:0005230	36	66	13	56	148	60	extracellular ligand-gated ion channel activity
GO:0008962	36	34	33	29	27	107	phosphatidylglycerophosphatase activity
GO:0042834	36	24	35	25	33	62	peptidoglycan binding
GO:0004014	56	37	49	38	39	67	adenosylmethionine decarboxylase activity
GO:0004683	35	23	31	20	32	40	calmodulin-dependent protein kinase activity
GO:0046923	35	32	20	28	40	28	ER retention sequence binding
GO:0005542	54	48	40	40	49	136	folic acid binding
GO:0004476	36	33	40	38	39	114	mannose-6-phosphate isomerase activity
GO:0033739	35	27	41	26	33	52	preQ1 synthase activity
GO:0019887	34	40	24	30	29	52	protein kinase regulator activity
GO:0004668	35	38	42	32	45	117	protein-arginine deiminase activity
GO:0004843	40	41	21	39	57	64	ubiquitin-specific protease activity
GO:0008757	34	17	21	14	29	52	S-adenosylmethionine-dependent methyltransferase activity
GO:0008198	33	21	45	26	38	75	ferrous iron binding
GO:0005094	33	37	22	35	40	40	Rho GDP-dissociation inhibitor activity
GO:0008108	45	40	34	40	26	97	UDP-glucose:hexose-1-phosphate uridylyltransferase activity
GO:0015129	31	19	29	17	18	63	lactate transmembrane transporter activity
GO:0008061	32	23	24	30	28	24	chitin binding
GO:0015232	30	20	25	17	20	51	heme transporter activity
GO:0003856	30	8	12	7	15	9	3-dehydroquinate synthase activity
GO:0004373	30	52	25	35	40	71	glycogen (starch) synthase activity
GO:0004827	30	15	24	20	17	27	proline-tRNA ligase activity
GO:0005471	30	37	26	29	30	72	ATP:ADP antiporter activity
GO:0004832	30	17	27	19	28	51	valine-tRNA ligase activity
GO:0042302	41	136	41	55	108	268	structural constituent of cuticle
GO:0004040	29	14	27	23	17	53	amidase activity
GO:0008914	29	22	38	28	25	104	leucyltransferase activity
GO:0008762	29	25	52	29	31	85	UDP-N-acetylmuramate dehydrogenase activity
GO:0008115	29	12	22	10	32	29	sarcosine oxidase activity
GO:0003873	28	27	34	24	18	32	6-phosphofructo-2-kinase activity
GO:0008939	28	28	24	13	26	72	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase activity
GO:0050485	52	47	42	60	67	300	oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond, with a disulfide as acceptor
GO:0004867	31	71	18	52	99	69	serine-type endopeptidase inhibitor activity
GO:0008772	27	25	33	30	19	69	[isocitrate dehydrogenase (NADP+)] kinase activity
GO:0048472	27	14	20	7	9	49	threonine-phosphate decarboxylase activity
GO:0005381	37	22	27	11	14	24	iron ion transmembrane transporter activity
GO:0098599	27	27	13	21	24	33	palmitoyl hydrolase activity
GO:0017070	27	25	19	17	30	18	U6 snRNA binding
GO:0051015	40	37	15	51	114	119	actin filament binding
GO:0016851	26	14	18	19	21	6	magnesium chelatase activity
GO:0015128	26	23	32	20	17	60	gluconate transmembrane transporter activity
GO:0004555	26	16	18	23	23	64	alpha,alpha-trehalase activity
GO:0031404	25	14	15	17	5	10	chloride ion binding
GO:0048029	25	9	16	6	9	29	monosaccharide binding
GO:0004540	31	15	6	11	16	7	ribonuclease activity
GO:0004018	24	25	31	11	24	60	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity
GO:0004057	42	34	28	18	27	56	arginyltransferase activity
GO:0008131	29	24	23	19	38	40	primary amine oxidase activity
GO:0003756	24	16	16	11	14	19	protein disulfide isomerase activity
GO:0016671	24	16	16	11	14	19	oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor
GO:0004650	24	24	21	16	16	34	polygalacturonase activity
GO:0016861	24	16	29	10	28	33	intramolecular oxidoreductase activity, interconverting aldoses and ketoses
GO:0008289	28	35	16	19	30	43	lipid binding
GO:0004674	53	98	46	67	97	89	protein serine/threonine kinase activity
GO:0009916	23	22	9	17	24	17	alternative oxidase activity
GO:0016462	31	19	15	17	32	70	pyrophosphatase activity
GO:0008773	23	10	11	11	10	36	[protein-PII] uridylyltransferase activity
GO:0052861	23	14	14	20	27	17	glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group
GO:0005451	23	28	22	16	22	64	monovalent cation:proton antiporter activity
GO:0003941	23	21	27	14	26	66	L-serine ammonia-lyase activity
GO:0010309	22	15	22	5	21	8	acireductone dioxygenase [iron(II)-requiring] activity
GO:0017172	22	22	18	24	22	35	cysteine dioxygenase activity
GO:0042279	22	33	26	29	22	106	nitrite reductase (cytochrome, ammonia-forming) activity
GO:0004143	28	33	33	17	25	48	diacylglycerol kinase activity
GO:0016879	52	28	33	30	31	40	ligase activity, forming carbon-nitrogen bonds
GO:0016429	23	14	13	23	19	34	tRNA (adenine-N1-)-methyltransferase activity
GO:0008536	22	21	15	17	27	40	Ran GTPase binding
GO:0008374	22	32	27	25	30	43	O-acyltransferase activity
GO:0015098	24	31	24	27	36	41	molybdate ion transmembrane transporter activity
GO:0004615	22	25	13	26	18	41	phosphomannomutase activity
GO:0008253	44	19	24	17	24	40	5'-nucleotidase activity
GO:0005201	36	40	8	24	89	33	extracellular matrix structural constituent
GO:0016538	21	16	10	13	22	15	cyclin-dependent protein serine/threonine kinase regulator activity
GO:0008736	40	22	24	20	38	67	L-fucose isomerase activity
GO:0004568	21	14	9	10	7	16	chitinase activity
GO:0016702	33	23	12	28	36	32	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0046422	21	8	8	15	15	11	violaxanthin de-epoxidase activity
GO:0019901	34	45	15	27	41	46	protein kinase binding
GO:0030515	20	12	4	9	11	16	snoRNA binding
GO:0043140	20	12	35	17	22	56	ATP-dependent 3'-5' DNA helicase activity
GO:0003885	19	7	11	10	18	17	D-arabinono-1,4-lactone oxidase activity
GO:0008047	20	34	8	36	35	75	enzyme activator activity
GO:0015075	38	22	29	32	24	67	ion transmembrane transporter activity
GO:0008792	19	10	12	11	19	19	arginine decarboxylase activity
GO:0030623	19	20	14	15	24	15	U5 snRNA binding
GO:0016798	30	30	53	32	30	71	hydrolase activity, acting on glycosyl bonds
GO:0046917	18	8	14	7	6	15	triphosphoribosyl-dephospho-CoA synthase activity
GO:0004806	21	23	15	15	12	25	triglyceride lipase activity
GO:0004435	18	15	9	20	29	21	phosphatidylinositol phospholipase C activity
GO:0008740	18	14	19	17	14	21	L-rhamnose isomerase activity
GO:0008488	18	7	21	11	11	33	gamma-glutamyl carboxylase activity
GO:0005272	17	26	4	16	28	31	sodium channel activity
GO:0009496	17	4	12	8	8	5	plastoquinol--plastocyanin reductase activity
GO:0004003	18	30	21	19	21	77	ATP-dependent DNA helicase activity
GO:0003796	24	10	21	19	15	26	lysozyme activity
GO:0050113	16	30	19	19	37	24	inositol oxygenase activity
GO:0046556	28	24	22	14	47	26	alpha-L-arabinofuranosidase activity
GO:0008791	15	3	4	6	4	15	arginine N-succinyltransferase activity
GO:0004817	15	14	25	8	17	37	cysteine-tRNA ligase activity
GO:0004671	15	14	19	14	18	42	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
GO:0050080	15	16	24	16	13	24	malonyl-CoA decarboxylase activity
GO:0043115	15	23	27	10	24	45	precorrin-2 dehydrogenase activity
GO:0042393	21	25	10	15	25	22	histone binding
GO:0050532	14	5	12	9	5	31	2-phosphosulfolactate phosphatase activity
GO:0008521	14	10	2	6	6	14	acetyl-CoA transporter activity
GO:0005543	14	16	3	11	29	24	phospholipid binding
GO:0008509	14	16	1	15	25	11	anion transmembrane transporter activity
GO:0045502	14	10	11	5	3	11	dynein binding
GO:0004334	14	19	13	10	11	24	fumarylacetoacetase activity
GO:0008887	14	15	18	14	17	49	glycerate kinase activity
GO:0004864	14	17	11	8	18	42	protein phosphatase inhibitor activity
GO:0004970	17	37	5	32	69	31	ionotropic glutamate receptor activity
GO:0004379	23	37	16	22	27	42	glycylpeptide N-tetradecanoyltransferase activity
GO:0004652	14	25	9	14	18	20	polynucleotide adenylyltransferase activity
GO:0003905	14	10	20	4	7	54	alkylbase DNA N-glycosylase activity
GO:0050385	14	15	52	9	15	26	ureidoglycolate lyase activity
GO:0008733	13	10	16	9	9	20	L-arabinose isomerase activity
GO:0003682	13	22	5	14	28	19	chromatin binding
GO:0004497	17	20	9	16	17	27	monooxygenase activity
GO:0016715	13	16	2	13	14	25	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen
GO:0004869	13	33	9	27	18	23	cysteine-type endopeptidase inhibitor activity
GO:0008092	15	13	5	12	39	27	cytoskeletal protein binding
GO:0030674	15	7	3	8	15	5	protein binding, bridging
GO:0018759	13	6	10	5	4	21	methenyltetrahydromethanopterin cyclohydrolase activity
GO:0008948	13	3	9	2	5	11	oxaloacetate decarboxylase activity
GO:0015081	13	3	9	2	5	11	sodium ion transmembrane transporter activity
GO:0033897	13	11	8	14	7	16	ribonuclease T2 activity
GO:0047989	12	5	6	7	5	16	hydroxybutyrate-dimer hydrolase activity
GO:0016730	12	12	13	10	9	18	oxidoreductase activity, acting on iron-sulfur proteins as donors
GO:0008767	12	11	14	7	9	20	UDP-galactopyranose mutase activity
GO:0050524	39	17	19	3	27	11	coenzyme-B sulfoethylthiotransferase activity
GO:0004649	12	13	5	7	7	12	poly(ADP-ribose) glycohydrolase activity
GO:0004620	12	8	13	18	11	31	phospholipase activity
GO:0016817	17	10	17	14	16	41	hydrolase activity, acting on acid anhydrides
GO:0016989	12	21	18	10	11	11	sigma factor antagonist activity
GO:0004037	11	16	27	21	22	47	allantoicase activity
GO:0019904	13	18	2	11	23	21	protein domain specific binding
GO:0004000	11	23	5	5	19	11	adenosine deaminase activity
GO:0050568	11	10	5	6	4	51	protein-glutamine glutaminase activity
GO:0008814	11	7	11	13	10	46	citrate CoA-transferase activity
GO:0008810	19	10	20	14	9	41	cellulase activity
GO:0008417	13	15	7	6	12	25	fucosyltransferase activity
GO:0008440	11	13	8	15	13	24	inositol-1,4,5-trisphosphate 3-kinase activity
GO:0005242	11	14	6	1	5	20	inward rectifier potassium channel activity
GO:0047474	11	4	9	5	5	22	long-chain fatty acid luciferin component ligase activity
GO:0016641	11	7	11	10	12	9	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor
GO:0015095	11	9	6	6	10	11	magnesium ion transmembrane transporter activity
GO:0003690	16	24	46	21	30	16	double-stranded DNA binding
GO:0004809	11	12	8	11	14	26	tRNA (guanine-N2-)-methyltransferase activity
GO:0003980	11	13	8	11	21	18	UDP-glucose:glycoprotein glucosyltransferase activity
GO:0034450	11	9	8	14	22	20	ubiquitin-ubiquitin ligase activity
GO:0003712	13	13	9	11	15	12	transcription cofactor activity
GO:0004565	22	29	27	20	20	126	beta-galactosidase activity
GO:0016972	10	7	4	7	9	8	thiol oxidase activity
GO:0005158	10	18	1	10	9	16	insulin receptor binding
GO:0046406	10	2	4	2	4	1	magnesium protoporphyrin IX methyltransferase activity
GO:0004517	10	6	1	4	3	6	nitric-oxide synthase activity
GO:0003842	10	10	5	16	13	37	1-pyrroline-5-carboxylate dehydrogenase activity
GO:0008774	9	8	5	1	5	7	acetaldehyde dehydrogenase (acetylating) activity
GO:0003997	9	8	5	10	16	22	acyl-CoA oxidase activity
GO:0034618	9	2	8	5	6	11	arginine binding
GO:0016993	9	16	11	9	14	39	precorrin-8X methylmutase activity
GO:0043752	9	5	10	3	7	35	adenosylcobinamide kinase activity
GO:0004408	9	17	3	8	16	12	holocytochrome-c synthase activity
GO:0008378	9	25	5	10	12	16	galactosyltransferase activity
GO:0004336	9	11	13	9	13	11	galactosylceramidase activity
GO:0004161	9	9	9	10	7	29	dimethylallyltranstransferase activity
GO:0003847	9	1	3	3	6	10	1-alkyl-2-acetylglycerophosphocholine esterase activity
GO:0030599	9	166	6	6	9	13	pectinesterase activity
GO:0004829	9	4	4	3	3	8	threonine-tRNA ligase activity
GO:0046353	8	3	7	4	6	14	aminoglycoside 3-N-acetyltransferase activity
GO:0015225	8	11	27	7	15	23	biotin transporter activity
GO:0003714	8	6	4	2	5	7	transcription corepressor activity
GO:0008375	10	19	4	10	19	28	acetylglucosaminyltransferase activity
GO:0008924	8	3	11	4	3	18	malate dehydrogenase (quinone) activity
GO:0034257	8	2	4	9	5	30	nicotinamide riboside transmembrane transporter activity
GO:0005337	8	7	0	5	10	16	nucleoside transmembrane transporter activity
GO:0008318	8	4	11	9	12	15	protein prenyltransferase activity
GO:0019211	8	16	4	10	9	15	phosphatase activator activity
GO:0003689	8	1	4	2	3	1	DNA clamp loader activity
GO:0008174	8	5	2	2	1	7	mRNA methyltransferase activity
GO:0004984	7	5	3	5	2	12	olfactory receptor activity
GO:0005549	7	5	3	5	2	12	odorant binding
GO:0016790	7	3	2	3	1	4	thiolester hydrolase activity
GO:0008818	7	10	12	5	9	45	cobalamin 5'-phosphate synthase activity
GO:0051073	7	10	12	5	9	45	adenosylcobinamide-GDP ribazoletransferase activity
GO:0045735	7	7	10	9	6	13	nutrient reservoir activity
GO:0050215	7	7	10	9	6	33	propanediol dehydratase activity
GO:0047355	7	5	5	5	10	24	CDP-glycerol glycerophosphotransferase activity
GO:0070273	7	14	4	5	9	11	phosphatidylinositol-4-phosphate binding
GO:0047325	7	11	2	3	4	8	inositol tetrakisphosphate 1-kinase activity
GO:0052725	7	11	2	3	4	8	inositol-1,3,4-trisphosphate 6-kinase activity
GO:0052726	7	11	2	3	4	8	inositol-1,3,4-trisphosphate 5-kinase activity
GO:0003908	7	9	3	7	5	22	methylated-DNA-[protein]-cysteine S-methyltransferase activity
GO:0003954	8	14	9	5	15	15	NADH dehydrogenase activity
GO:0004721	11	13	9	7	15	11	phosphoprotein phosphatase activity
GO:0008121	11	9	10	15	22	14	ubiquinol-cytochrome-c reductase activity
GO:0015105	6	4	4	6	7	12	arsenite transmembrane transporter activity
GO:0005375	6	6	1	3	10	7	copper ion transmembrane transporter activity
GO:0004531	6	9	1	2	8	22	deoxyribonuclease II activity
GO:0033926	6	4	11	2	1	19	glycopeptide alpha-N-acetylgalactosaminidase activity
GO:0042030	6	4	1	9	18	13	ATPase inhibitor activity
GO:0050483	6	6	4	2	1	4	IMP 5'-nucleotidase activity
GO:0042974	6	0	5	3	4	1	retinoic acid receptor binding
GO:0004557	6	8	8	10	5	24	alpha-galactosidase activity
GO:0015099	6	4	9	4	9	11	nickel cation transmembrane transporter activity
GO:0004656	6	4	1	5	8	10	procollagen-proline 4-dioxygenase activity
GO:0016756	6	9	6	5	4	10	glutathione gamma-glutamylcysteinyltransferase activity
GO:0000030	7	4	4	6	8	9	mannosyltransferase activity
GO:0008144	6	11	7	7	6	8	drug binding
GO:0005262	6	24	2	9	83	31	calcium channel activity
GO:0004800	6	7	13	3	9	5	thyroxine 5'-deiodinase activity
GO:0016888	7	5	2	5	1	7	endodeoxyribonuclease activity, producing 5'-phosphomonoesters
GO:0042624	6	5	2	5	1	7	ATPase activity, uncoupled
GO:0008201	5	3	1	2	2	18	heparin binding
GO:0009882	5	2	17	7	5	12	blue light photoreceptor activity
GO:0008813	5	1	1	1	4	9	chorismate lyase activity
GO:0033990	5	1	5	5	12	21	ectoine synthase activity
GO:0033925	5	5	2	3	4	5	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity
GO:0008242	5	12	3	6	13	13	omega peptidase activity
GO:0001104	21	19	6	17	28	28	RNA polymerase II transcription cofactor activity
GO:0050144	5	7	5	3	6	8	nucleoside deoxyribosyltransferase activity
GO:0070694	5	7	5	3	6	8	deoxyribonucleoside 5'-monophosphate N-glycosidase activity
GO:0015153	5	2	4	2	3	11	rhamnose transmembrane transporter activity
GO:0030942	10	10	4	8	18	12	endoplasmic reticulum signal peptide binding
GO:0005047	8	16	4	11	17	17	signal recognition particle binding
GO:0004788	5	5	4	0	7	13	thiamine diphosphokinase activity
GO:0005523	5	11	1	8	25	12	tropomyosin binding
GO:0016407	5	7	8	7	4	28	acetyltransferase activity
GO:0004016	5	2	2	2	6	10	adenylate cyclase activity
GO:0001671	4	3	0	6	3	5	ATPase activator activity
GO:0015269	5	8	1	12	6	5	calcium-activated potassium channel activity
GO:0008811	4	0	3	1	2	6	chloramphenicol O-acetyltransferase activity
GO:0016994	4	4	4	2	4	10	precorrin-6A reductase activity
GO:0008671	4	2	6	0	11	15	2-dehydro-3-deoxygalactonokinase activity
GO:0004583	4	1	3	1	0	3	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
GO:0008851	7	8	8	5	7	74	ethanolamine ammonia-lyase activity
GO:0016755	6	14	6	4	29	11	transferase activity, transferring amino-acyl groups
GO:0048027	4	11	2	2	7	15	mRNA 5'-UTR binding
GO:0004714	4	0	0	1	2	0	transmembrane receptor protein tyrosine kinase activity
GO:0008107	4	5	4	9	4	9	galactoside 2-alpha-L-fucosyltransferase activity
GO:0030699	4	2	4	0	4	54	glycine reductase activity
GO:0030247	5	13	15	9	21	16	polysaccharide binding
GO:0050151	4	2	6	11	6	16	oleate hydratase activity
GO:0016645	4	0	5	2	3	7	oxidoreductase activity, acting on the CH-NH group of donors
GO:0004857	5	3	4	14	25	10	enzyme inhibitor activity
GO:0047465	4	2	4	2	3	8	N-acylglucosamine-6-phosphate 2-epimerase activity
GO:0003713	6	12	3	4	11	10	transcription coactivator activity
GO:0018024	7	14	7	3	14	12	histone-lysine N-methyltransferase activity
GO:0016844	4	2	2	2	3	13	strictosidine synthase activity
GO:0000213	6	5	6	6	3	2	tRNA-intron endonuclease activity
GO:0015631	6	24	3	5	6	15	tubulin binding
GO:0005102	4	9	1	8	13	7	receptor binding
GO:0004026	3	0	1	0	0	0	alcohol O-acetyltransferase activity
GO:0003956	3	1	2	1	3	4	NAD(P)+-protein-arginine ADP-ribosyltransferase activity
GO:0009015	3	4	6	6	5	16	N-succinylarginine dihydrolase activity
GO:0042925	3	4	1	3	5	10	benzoate transporter activity
GO:0015658	3	6	0	1	7	18	branched-chain amino acid transmembrane transporter activity
GO:0009036	7	6	9	3	6	15	Type II site-specific deoxyribonuclease activity
GO:2001070	6	1	3	4	3	6	starch binding
GO:0008657	3	2	0	4	2	1	DNA topoisomerase (ATP-hydrolyzing) inhibitor activity
GO:0016760	3	2	3	6	5	5	cellulose synthase (UDP-forming) activity
GO:0071771	3	0	1	1	1	0	aldehyde decarbonylase activity
GO:0008190	3	11	1	6	6	10	eukaryotic initiation factor 4E binding
GO:0001733	3	4	0	3	5	6	galactosylceramide sulfotransferase activity
GO:0017089	3	2	4	6	5	19	glycolipid transporter activity
GO:0051861	3	2	4	6	5	19	glycolipid binding
GO:0008373	3	4	2	2	2	0	sialyltransferase activity
GO:0015018	3	6	2	5	1	5	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity
GO:0031492	3	0	0	0	0	0	nucleosomal DNA binding
GO:0004383	3	6	4	4	5	12	guanylate cyclase activity
GO:0005234	3	14	0	14	30	12	extracellular-glutamate-gated ion channel activity
GO:0043768	3	1	3	0	0	15	S-ribosylhomocysteine lyase activity
GO:0030058	3	3	3	0	3	6	amine dehydrogenase activity
GO:0008455	3	3	6	8	7	4	alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity
GO:0004484	4	5	5	7	6	10	mRNA guanylyltransferase activity
GO:0016706	3	3	2	6	7	3	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors
GO:0031418	3	2	1	1	4	3	L-ascorbic acid binding
GO:0030414	5	4	2	1	7	5	peptidase inhibitor activity
GO:0046537	3	2	13	2	4	5	2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity
GO:0097351	3	1	1	1	6	0	toxin-antitoxin pair type II binding
GO:0009020	3	1	1	1	2	1	tRNA (guanosine-2'-O-)-methyltransferase activity
GO:0008193	3	4	1	2	5	5	tRNA guanylyltransferase activity
GO:0009976	3	3	5	1	3	6	tocopherol cyclase activity
GO:0008175	3	0	1	0	1	4	tRNA methyltransferase activity
GO:0051499	3	0	3	0	2	4	D-aminoacyl-tRNA deacylase activity
GO:0004819	3	4	0	1	0	8	glutamine-tRNA ligase activity
GO:0043130	5	8	4	2	4	6	ubiquitin binding
GO:0016812	2	4	3	1	4	6	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides
GO:0015267	2	0	1	0	1	1	channel activity
GO:0005388	2	4	0	4	7	1	calcium-transporting ATPase activity
GO:0008376	2	3	1	3	16	4	acetylgalactosaminyltransferase activity
GO:0016531	2	4	2	5	4	2	copper chaperone activity
GO:0016717	2	1	3	2	1	1	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water
GO:0004629	2	1	3	1	0	1	phospholipase C activity
GO:0008852	2	4	6	5	8	13	exodeoxyribonuclease I activity
GO:0017176	3	3	0	2	2	4	phosphatidylinositol N-acetylglucosaminyltransferase activity
