X1_go_counts.txt	X2_go_counts.txt	X3_go_counts.txt	X4_go_counts.txt	X5_go_counts.txt	X6_go_counts.txt	go.name
GO:0006827	10	4	13	7	6	7	high-affinity iron ion transmembrane transport
GO:0048870	10	32	8	20	13	31	cell motility
GO:0006809	10	6	1	4	3	6	nitric oxide biosynthetic process
GO:0043248	11	20	9	13	15	16	proteasome assembly
GO:0006659	10	12	5	14	5	9	phosphatidylserine biosynthetic process
GO:0051775	10	4	4	7	5	12	response to redox state
GO:0031204	10	6	1	4	6	3	posttranslational protein targeting to membrane, translocation
GO:0006259	17	12	8	9	22	40	DNA metabolic process
GO:0050909	11	15	18	21	12	24	sensory perception of taste
GO:0006635	9	8	5	10	16	22	fatty acid beta-oxidation
GO:0051259	16	2	11	7	8	15	protein oligomerization
GO:0051188	9	5	10	3	7	35	cofactor biosynthetic process
GO:0019645	9	19	14	7	13	39	anaerobic electron transport chain
GO:0000272	15	11	22	18	8	28	polysaccharide catabolic process
GO:0006683	9	11	13	9	13	11	galactosylceramide catabolic process
GO:0016042	15	3	13	4	10	18	lipid catabolic process
GO:0042545	9	166	6	6	9	13	cell wall modification
GO:0006213	9	4	10	6	19	33	pyrimidine nucleoside metabolic process
GO:2001256	9	4	4	3	7	9	regulation of store-operated calcium entry
GO:0000184	11	17	11	10	14	15	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
GO:0006525	11	5	10	8	9	22	arginine metabolic process
GO:0015878	8	11	27	7	15	23	biotin transport
GO:0006269	16	32	14	26	11	56	DNA replication, synthesis of RNA primer
GO:0007166	8	34	2	15	20	21	cell surface receptor signaling pathway
GO:0006506	20	20	8	10	17	31	GPI anchor biosynthetic process
GO:0034258	8	2	4	9	5	30	nicotinamide riboside transport
GO:1901031	8	14	3	6	17	21	regulation of response to reactive oxygen species
GO:0018342	8	4	11	9	12	15	protein prenylation
GO:0080009	8	5	2	2	1	7	mRNA methylation
GO:0007608	7	5	3	5	2	12	sensory perception of smell
GO:0048193	10	17	5	9	11	17	Golgi vesicle transport
GO:0032957	7	11	2	3	4	8	inositol trisphosphate metabolic process
GO:0043165	7	3	2	3	5	13	Gram-negative-bacterium-type cell outer membrane assembly
GO:0001510	7	5	5	8	5	11	RNA methylation
GO:0009452	7	5	5	8	5	11	7-methylguanosine RNA capping
GO:0006368	14	26	8	20	20	22	transcription elongation from RNA polymerase II promoter
GO:0016570	11	25	8	19	16	21	histone modification
GO:0042176	7	10	8	6	8	8	regulation of protein catabolic process
GO:0032297	7	11	4	2	1	8	negative regulation of DNA-dependent DNA replication initiation
GO:0000226	7	13	7	9	10	15	microtubule cytoskeleton organization
GO:0090063	7	13	6	9	9	15	positive regulation of microtubule nucleation
GO:0015700	6	4	4	6	7	12	arsenite transport
GO:0046685	6	5	6	5	2	7	response to arsenic-containing substance
GO:0006461	12	6	2	2	2	7	protein complex assembly
GO:0006891	6	1	3	5	10	5	intra-Golgi vesicle-mediated transport
GO:0070836	6	7	5	21	6	8	caveola assembly
GO:0035434	6	6	1	3	10	7	copper ion transmembrane transport
GO:0009439	6	3	10	2	3	0	cyanate metabolic process
GO:0007205	6	20	7	9	14	14	protein kinase C-activating G-protein coupled receptor signaling pathway
GO:0032780	6	4	1	9	18	13	negative regulation of ATPase activity
GO:0006190	6	6	4	2	1	4	inosine salvage
GO:0042262	6	3	6	0	4	4	DNA protection
GO:0035444	6	4	9	4	9	11	nickel cation transmembrane transport
GO:0008063	6	9	0	2	8	10	Toll signaling pathway
GO:0046938	6	9	6	5	4	10	phytochelatin biosynthetic process
GO:0043683	6	5	6	4	2	8	type IV pilus biogenesis
GO:0006493	6	2	4	5	4	7	protein O-linked glycosylation
GO:0070588	6	24	2	9	89	31	calcium ion transmembrane transport
GO:0006887	16	16	11	18	16	18	exocytosis
GO:0048278	6	7	3	9	11	10	vesicle docking
GO:0006338	13	18	4	12	20	20	chromatin remodeling
GO:0007275	12	16	7	14	30	20	multicellular organismal development
GO:0006323	6	9	14	6	7	46	DNA packaging
GO:0019627	6	4	1	2	2	5	urea metabolic process
GO:0018142	6	5	2	5	1	7	protein-DNA covalent cross-linking
GO:0010468	5	0	2	1	0	11	regulation of gene expression
GO:0000045	5	2	0	2	3	2	autophagosome assembly
GO:0006914	5	10	0	5	8	12	autophagy
GO:0016043	5	8	1	5	16	12	cellular component organization
GO:0019491	5	1	5	5	12	21	ectoine biosynthetic process
GO:0006024	7	11	1	5	11	12	glycosaminoglycan biosynthetic process
GO:0015012	5	10	1	3	9	6	heparan sulfate proteoglycan biosynthetic process
GO:0007623	5	0	3	0	1	0	circadian rhythm
GO:0016480	5	11	2	5	8	8	negative regulation of transcription from RNA polymerase III promoter
GO:0006357	17	19	5	14	27	26	regulation of transcription from RNA polymerase II promoter
GO:0051302	5	7	6	5	4	6	regulation of cell division
GO:0006850	5	6	9	6	7	10	mitochondrial pyruvate transport
GO:0009264	5	5	5	3	7	13	deoxyribonucleotide catabolic process
GO:0009159	5	7	5	3	6	8	deoxyribonucleoside monophosphate catabolic process
GO:0009271	5	7	4	6	5	14	phage shock
GO:0008645	5	2	4	2	3	11	hexose transport
GO:0009229	5	6	4	1	8	18	thiamine diphosphate biosynthetic process
GO:0051694	5	11	1	8	25	12	pointed-end actin filament capping
GO:0006171	5	2	2	2	6	10	cAMP biosynthetic process
GO:0009607	6	12	10	7	4	19	response to biotic stimulus
GO:0031124	4	1	2	1	2	4	mRNA 3'-end processing
GO:0034194	4	2	6	0	11	15	D-galactonate catabolic process
GO:0006488	4	1	3	1	0	3	dolichol-linked oligosaccharide biosynthetic process
GO:0009252	4	5	2	1	1	7	peptidoglycan biosynthetic process
GO:1902209	4	11	2	2	7	15	negative regulation of bacterial-type flagellum assembly
GO:0007169	4	0	0	1	2	0	transmembrane receptor protein tyrosine kinase signaling pathway
GO:0000042	4	2	2	1	3	2	protein targeting to Golgi
GO:0042073	4	16	0	10	14	12	intraciliary transport
GO:0042742	4	1	4	4	2	6	defense response to bacterium
GO:0019054	4	3	4	6	5	3	modulation by virus of host process
GO:0006051	4	2	4	2	3	8	N-acetylmannosamine metabolic process
GO:0018298	6	6	6	10	1	4	protein-chromophore linkage
GO:0016559	4	3	1	5	3	5	peroxisome fission
GO:0034968	5	6	1	0	5	3	histone lysine methylation
GO:0019402	4	1	3	0	6	93	galactitol metabolic process
GO:0006366	6	10	4	3	9	20	transcription from RNA polymerase II promoter
GO:0006367	18	20	6	12	44	38	transcription initiation from RNA polymerase II promoter
GO:0071705	4	4	4	3	7	4	nitrogen compound transport
GO:0016055	4	10	1	8	15	7	Wnt signaling pathway
GO:0006066	3	0	1	0	0	0	alcohol metabolic process
GO:0042919	3	4	1	3	5	10	benzoate transport
GO:0015803	3	6	0	1	7	18	branched-chain amino acid transport
GO:0006276	3	2	0	4	2	1	plasmid maintenance
GO:0046688	3	4	6	2	6	4	response to copper ion
GO:0001503	3	3	1	0	3	2	ossification
GO:0030198	3	3	1	0	3	2	extracellular matrix organization
GO:0045947	3	11	1	6	6	10	negative regulation of translational initiation
GO:0043066	3	3	0	1	1	1	negative regulation of apoptotic process
GO:0007050	3	14	7	8	16	16	cell cycle arrest
GO:0046836	3	2	4	6	5	19	glycolipid transport
GO:0016568	3	0	0	3	0	1	chromatin modification
GO:0006182	3	6	4	4	5	12	cGMP biosynthetic process
GO:0009372	5	1	4	0	1	15	quorum sensing
GO:0009312	3	3	7	9	7	4	oligosaccharide biosynthetic process
GO:0071555	3	1	2	1	4	10	cell wall organization
GO:0001558	3	2	1	1	8	0	regulation of cell growth
GO:0008380	3	1	2	8	7	8	RNA splicing
GO:0006487	4	18	2	10	33	14	protein N-linked glycosylation
GO:0007218	3	4	0	5	15	2	neuropeptide signaling pathway
GO:0001514	3	11	3	6	7	18	selenocysteine incorporation
GO:0032968	3	6	0	2	2	5	positive regulation of transcription elongation from RNA polymerase II promoter
GO:0030150	3	2	1	4	3	5	protein import into mitochondrial matrix
GO:0002128	3	0	1	0	0	3	tRNA nucleoside ribose methylation
GO:0006425	3	4	0	1	0	8	glutaminyl-tRNA aminoacylation
GO:0046931	2	0	1	0	1	1	pore complex assembly
GO:0052331	2	0	1	0	1	1	hemolysis in other organism involved in symbiotic interaction
GO:0042981	2	4	2	3	4	12	regulation of apoptotic process
GO:0006825	2	4	2	5	4	2	copper ion transport
GO:0009415	2	5	6	6	5	5	response to water
GO:0009235	2	6	4	4	5	19	cobalamin metabolic process
GO:0048013	2	0	1	2	3	5	ephrin receptor signaling pathway
GO:0019217	2	0	1	1	0	4	regulation of fatty acid metabolic process
GO:0006106	2	1	2	7	7	11	fumarate metabolic process
GO:0016973	2	0	1	0	0	1	poly(A)+ mRNA export from nucleus
GO:0009246	2	1	0	1	0	1	enterobacterial common antigen biosynthetic process
GO:0036065	2	1	0	1	0	1	fucosylation
GO:0016255	4	7	4	6	11	5	attachment of GPI anchor to protein
GO:0043044	2	7	3	5	4	7	ATP-dependent chromatin remodeling
GO:0007267	2	1	0	3	3	1	cell-cell signaling
GO:0030908	3	0	1	0	1	2	protein splicing
GO:0007009	2	3	0	7	4	5	plasma membrane organization
GO:0048511	2	0	7	2	0	1	rhythmic process
GO:0030416	2	5	7	1	4	9	methylamine metabolic process
GO:0071929	2	6	0	0	0	6	alpha-tubulin acetylation
GO:0015694	2	2	1	2	1	5	mercury ion transport
GO:0016070	4	2	4	6	3	7	RNA metabolic process
GO:0006370	3	4	5	6	4	9	7-methylguanosine mRNA capping
GO:0006302	2	2	1	1	3	5	double-strand break repair
GO:0010167	2	1	0	0	0	0	response to nitrate
GO:0015706	2	1	0	0	0	0	nitrate transport
GO:0033198	2	7	0	6	6	5	response to ATP
GO:0098655	2	7	0	6	6	5	cation transmembrane transport
GO:0019068	2	5	5	5	3	13	virion assembly
GO:0019634	3	2	3	1	4	7	organic phosphonate metabolic process
GO:0009584	2	0	4	1	0	0	detection of visible light
GO:0050790	2	12	0	5	6	0	regulation of catalytic activity
GO:0033227	2	7	1	2	13	8	dsRNA transport
GO:0048544	2	0	1	0	0	0	recognition of pollen
GO:0009291	2	5	6	3	4	36	unidirectional conjugation
GO:0007016	2	10	0	4	21	8	cytoskeletal anchoring at plasma membrane
GO:0007021	2	10	2	3	1	2	tubulin complex assembly
GO:0007283	2	2	1	1	1	2	spermatogenesis
GO:0043161	2	2	2	5	4	6	proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0000012	2	2	0	1	0	2	single strand break repair
GO:0045151	1	4	2	1	1	6	acetoin biosynthetic process
GO:0019836	1	0	0	0	0	0	hemolysis by symbiont of host erythrocytes
GO:0015743	1	0	0	0	0	0	malate transport
GO:0030071	1	2	2	0	1	1	regulation of mitotic metaphase/anaphase transition
GO:0042157	1	1	1	0	3	3	lipoprotein metabolic process
GO:0010508	1	0	0	0	0	1	positive regulation of autophagy
GO:0043461	1	4	1	3	3	8	proton-transporting ATP synthase complex assembly
GO:0030153	1	1	1	0	0	2	bacteriocin immunity
GO:0000724	1	0	0	0	1	1	double-strand break repair via homologous recombination
GO:0019722	1	5	0	0	1	6	calcium-mediated signaling
GO:0050708	1	2	3	3	0	0	regulation of protein secretion
GO:0071816	1	0	0	1	1	0	tail-anchored membrane protein insertion into ER membrane
GO:0006031	1	0	1	0	0	1	chitin biosynthetic process
GO:0031144	1	0	0	0	0	0	proteasome localization
GO:0071630	1	0	0	0	0	0	nucleus-associated proteasomal ubiquitin-dependent protein catabolic process
GO:0009972	1	0	0	1	2	8	cytidine deamination
GO:0000290	1	3	0	1	1	3	deadenylation-dependent decapping of nuclear-transcribed mRNA
GO:0043085	1	4	0	3	2	3	positive regulation of catalytic activity
GO:0015740	1	0	6	1	1	9	C4-dicarboxylate transport
GO:0009712	1	3	8	0	2	5	catechol-containing compound metabolic process
GO:0030036	1	10	0	7	9	9	actin cytoskeleton organization
GO:0061136	1	2	0	0	2	3	regulation of proteasomal protein catabolic process
GO:0016125	1	0	1	0	0	0	sterol metabolic process
GO:0009636	1	0	0	0	0	0	response to toxic substance
GO:0045893	1	1	6	4	5	7	positive regulation of transcription, DNA-templated
GO:1902208	1	0	1	0	1	1	regulation of bacterial-type flagellum assembly
GO:0034453	1	3	0	0	1	0	microtubule anchoring
GO:0007005	1	3	0	0	1	2	mitochondrion organization
GO:0019236	1	1	0	0	5	3	response to pheromone
GO:0031412	1	1	2	2	0	0	gas vesicle organization
GO:0000122	1	1	0	1	0	0	negative regulation of transcription from RNA polymerase II promoter
GO:0008203	1	0	0	0	1	3	cholesterol metabolic process
GO:0034477	1	0	0	0	0	0	U6 snRNA 3'-end processing
GO:0007059	2	0	1	0	1	6	chromosome segregation
GO:0071805	1	4	2	4	6	4	potassium ion transmembrane transport
GO:0001919	1	0	0	0	1	0	regulation of receptor recycling
GO:0007040	1	0	0	0	1	0	lysosome organization
GO:0032008	1	0	0	0	1	0	positive regulation of TOR signaling
GO:0032439	1	0	0	0	1	0	endosome localization
GO:0042632	1	0	0	0	1	0	cholesterol homeostasis
GO:0043410	1	0	0	0	1	0	positive regulation of MAPK cascade
GO:0071230	1	0	0	0	1	0	cellular response to amino acid stimulus
GO:0007094	1	1	1	0	1	0	mitotic spindle assembly checkpoint
GO:0010826	1	11	0	5	3	2	negative regulation of centrosome duplication
GO:0042384	1	13	1	7	4	3	cilium assembly
GO:0006480	1	5	2	3	2	4	N-terminal protein amino acid methylation
GO:0019670	1	0	1	3	6	11	anaerobic glutamate catabolic process
GO:0000002	1	0	2	1	0	0	mitochondrial genome maintenance
GO:0006955	3	95	3	41	16	7	immune response
GO:0019882	1	0	1	0	0	1	antigen processing and presentation
GO:0007219	1	2	0	1	1	1	Notch signaling pathway
GO:0017148	1	0	1	0	0	1	negative regulation of translation
GO:0042710	1	0	3	0	1	5	biofilm formation
GO:0030261	1	0	0	0	1	3	chromosome condensation
GO:0042246	1	0	0	2	0	1	tissue regeneration
GO:0007067	1	1	0	2	1	0	mitotic nuclear division
GO:0006695	1	1	0	0	6	6	cholesterol biosynthetic process
GO:0018101	1	1	0	0	0	0	protein citrullination
GO:0006516	1	2	0	0	1	2	glycoprotein catabolic process
GO:0007031	1	0	1	2	2	1	peroxisome organization
GO:0019700	1	1	0	1	0	1	organic phosphonate catabolic process
GO:0042916	1	1	0	1	0	1	alkylphosphonate transport
GO:0009611	1	1	2	4	12	7	response to wounding
GO:0030328	1	0	1	1	2	6	prenylcysteine catabolic process
GO:0006359	1	5	0	2	1	1	regulation of transcription from RNA polymerase III promoter
GO:0006890	1	0	0	6	1	0	retrograde vesicle-mediated transport, Golgi to ER
GO:0006384	1	0	0	0	0	0	transcription initiation from RNA polymerase III promoter
GO:0009847	1	0	0	1	1	2	spore germination
GO:0006858	1	1	1	0	1	1	extracellular transport
GO:0051090	1	0	0	0	0	3	regulation of sequence-specific DNA binding transcription factor activity
GO:0040007	1	0	2	1	1	0	growth
GO:0035307	1	1	0	3	2	1	positive regulation of protein dephosphorylation
GO:0046856	1	0	0	1	0	0	phosphatidylinositol dephosphorylation
GO:0018149	2	1	2	0	2	4	peptide cross-linking
GO:0046999	1	2	0	2	1	4	regulation of conjugation
GO:0000746	1	3	2	3	2	2	conjugation
GO:0043547	1	1	0	0	0	1	positive regulation of GTPase activity
GO:0048280	1	2	1	0	7	3	vesicle fusion with Golgi apparatus
GO:0071918	1	3	0	4	0	1	urea transmembrane transport
GO:0006650	1	2	0	1	1	0	glycerophospholipid metabolic process
GO:0045765	1	4	0	1	4	0	regulation of angiogenesis
GO:0019076	1	16	1	1	0	1	viral release from host cell
GO:0032801	1	16	1	1	0	1	receptor catabolic process
GO:0048024	1	0	1	1	10	4	regulation of mRNA splicing, via spliceosome
GO:0051726	0	8	3	6	7	4	regulation of cell cycle
GO:0008053	0	4	0	0	1	1	mitochondrial fusion
GO:0046660	0	4	0	0	2	3	female sex differentiation
GO:0051297	0	3	0	0	0	0	centrosome organization
GO:0006547	0	3	0	0	0	2	histidine metabolic process
GO:0051479	0	3	1	0	1	0	mannosylglycerate biosynthetic process
GO:0034227	0	3	1	0	3	2	tRNA thio-modification
GO:0031145	0	2	1	0	0	1	anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0043571	0	2	0	1	0	1	maintenance of CRISPR repeat elements
GO:0019251	0	2	4	1	4	15	anaerobic cobalamin biosynthetic process
GO:0019915	0	2	0	1	0	2	lipid storage
GO:0009297	0	2	1	0	1	2	pilus assembly
GO:0016485	0	1	1	3	3	1	protein processing
GO:0019748	0	1	0	0	1	1	secondary metabolic process
GO:0031175	0	1	0	0	0	0	neuron projection development
GO:0045227	0	1	2	2	6	8	capsule polysaccharide biosynthetic process
GO:0009690	0	1	0	0	0	0	cytokinin metabolic process
GO:0007099	0	1	0	0	1	0	centriole replication
GO:0045116	0	1	1	2	2	4	protein neddylation
GO:0034229	0	1	1	0	0	29	ethanolamine transport
GO:0007172	0	1	0	0	1	0	signal complex assembly
GO:0009890	0	1	0	0	0	3	negative regulation of biosynthetic process
GO:0023052	0	1	0	1	0	1	signaling
GO:0019058	0	1	2	5	1	4	viral life cycle
GO:0000077	0	1	1	1	0	0	DNA damage checkpoint
GO:0019988	0	1	2	1	1	1	charged-tRNA amino acid modification
GO:0000001	0	1	0	0	0	0	mitochondrion inheritance
GO:0030154	0	1	0	1	1	0	cell differentiation
GO:0006198	0	1	2	2	3	1	cAMP catabolic process
GO:0045490	0	1	1	0	1	1	pectin catabolic process
GO:0016560	0	1	0	0	2	2	protein import into peroxisome matrix, docking
GO:0015716	0	1	0	0	1	0	organic phosphonate transport
GO:0009395	0	1	0	17	0	2	phospholipid catabolic process
GO:0001682	0	1	0	0	1	1	tRNA 5'-leader removal
GO:0042325	0	1	0	1	1	1	regulation of phosphorylation
GO:0030431	0	1	0	0	0	0	sleep
GO:0032222	0	1	0	0	0	0	regulation of synaptic transmission, cholinergic
GO:1903818	0	1	0	0	0	0	positive regulation of voltage-gated potassium channel activity
GO:0006874	0	1	0	2	13	1	cellular calcium ion homeostasis
GO:0031110	0	1	0	3	1	0	regulation of microtubule polymerization or depolymerization
GO:0006974	0	1	0	1	1	2	cellular response to DNA damage stimulus
GO:0048478	0	1	0	1	0	2	replication fork protection
GO:0051289	0	1	0	1	0	0	protein homotetramerization
GO:0030255	0	1	2	1	1	6	protein secretion by the type IV secretion system
GO:0010972	0	0	2	0	1	0	negative regulation of G2/M transition of mitotic cell cycle
GO:0030336	0	0	2	0	1	0	negative regulation of cell migration
GO:0009399	0	0	2	0	2	0	nitrogen fixation
GO:0070475	0	0	2	2	0	15	rRNA base methylation
GO:0015711	0	0	1	0	0	1	organic anion transport
GO:0097588	0	0	1	0	0	0	archaeal or bacterial-type flagellum-dependent cell motility
GO:0048598	0	0	1	0	0	0	embryonic morphogenesis
GO:0050832	0	0	1	0	0	0	defense response to fungus
GO:0019685	0	0	1	1	0	0	photosynthesis, dark reaction
GO:0030494	0	0	1	1	0	0	bacteriochlorophyll biosynthetic process
GO:0006826	0	0	1	3	0	2	iron ion transport
GO:0009877	0	0	1	1	0	0	nodulation
GO:0000281	0	0	1	0	1	0	mitotic cytokinesis
GO:0040001	0	0	1	0	1	0	establishment of mitotic spindle localization
GO:0006576	0	0	1	1	1	1	cellular biogenic amine metabolic process
GO:0030436	0	0	1	0	0	0	asexual sporulation
GO:0043934	0	0	1	0	0	0	sporulation
GO:0007128	0	0	1	1	0	0	meiotic prophase I
GO:0007130	0	0	1	1	0	0	synaptonemal complex assembly
GO:0070193	0	0	1	1	0	0	synaptonemal complex organization
GO:0030682	0	0	1	0	0	0	evasion or tolerance of host defense response
GO:0071229	0	0	1	0	0	0	cellular response to acid chemical
GO:0002218	0	0	0	22	4	0	activation of innate immune response
GO:0032481	0	0	0	22	4	0	positive regulation of type I interferon production
GO:0033617	0	0	0	2	0	0	mitochondrial respiratory chain complex IV assembly
GO:0007029	0	0	0	2	0	0	endoplasmic reticulum organization
GO:0043065	0	0	0	1	1	0	positive regulation of apoptotic process
GO:0015996	0	0	0	1	1	2	chlorophyll catabolic process
GO:0051191	0	0	0	1	0	0	prosthetic group biosynthetic process
GO:0009059	0	0	0	1	0	0	macromolecule biosynthetic process
GO:0007338	0	0	0	1	0	0	single fertilization
GO:0007423	0	0	0	1	1	0	sensory organ development
GO:0090305	0	0	0	1	2	0	nucleic acid phosphodiester bond hydrolysis
GO:0045493	0	0	0	1	1	4	xylan catabolic process
GO:0006778	0	0	0	1	2	0	porphyrin-containing compound metabolic process
GO:0007268	0	0	0	1	0	0	synaptic transmission
GO:0006383	0	0	0	1	0	0	transcription from RNA polymerase III promoter
GO:0051028	0	0	0	1	1	0	mRNA transport
GO:0045040	0	0	0	1	1	3	protein import into mitochondrial outer membrane
GO:0070072	0	0	0	1	1	0	vacuolar proton-transporting V-type ATPase complex assembly
GO:0009755	0	0	0	0	11	0	hormone-mediated signaling pathway
GO:0090266	0	0	0	0	2	0	regulation of mitotic cell cycle spindle assembly checkpoint
GO:0051321	0	0	0	0	2	0	meiotic cell cycle
GO:0034508	0	0	0	0	1	0	centromere complex assembly
GO:0007224	0	0	0	0	1	0	smoothened signaling pathway
GO:0009250	0	0	0	0	1	0	glucan biosynthetic process
GO:0032006	0	0	0	0	1	1	regulation of TOR signaling
GO:0009878	0	0	0	0	1	0	nodule morphogenesis
GO:0000390	0	0	0	0	1	1	spliceosomal complex disassembly
GO:0060567	0	0	0	0	1	0	negative regulation of DNA-templated transcription, termination
GO:0010923	0	0	0	0	1	0	negative regulation of phosphatase activity
GO:0042173	0	0	0	0	1	1	regulation of sporulation resulting in formation of a cellular spore
GO:0015888	0	0	0	0	1	1	thiamine transport
GO:0043093	0	0	0	0	0	3	FtsZ-dependent cytokinesis
GO:0019083	0	0	0	0	0	1	viral transcription
GO:0007517	0	0	0	0	0	1	muscle organ development
GO:0015889	0	0	0	0	0	1	cobalamin transport
GO:0009404	0	0	0	0	0	1	toxin metabolic process
GO:0019290	0	0	0	0	0	1	siderophore biosynthetic process
GO:0006626	0	0	0	0	0	1	protein targeting to mitochondrion
GO:0020012	0	0	0	0	0	1	evasion or tolerance of host immune response
