Molecular Function,Sample 1 Molecular Function Count,Sample 2 Molecular Function Count
http://purl.obolibrary.org/obo/GO_0008175,47,62
http://purl.obolibrary.org/obo/GO_0004373,44,21
http://purl.obolibrary.org/obo/GO_0008107,44,33
http://purl.obolibrary.org/obo/GO_0015075,43,78
http://purl.obolibrary.org/obo/GO_0004620,42,48
http://purl.obolibrary.org/obo/GO_0018759,40,42
http://purl.obolibrary.org/obo/GO_0016994,39,50
http://purl.obolibrary.org/obo/GO_0008740,38,53
http://purl.obolibrary.org/obo/GO_0008773,36,39
http://purl.obolibrary.org/obo/GO_0016158,36,59
http://purl.obolibrary.org/obo/GO_0016437,35,68
http://purl.obolibrary.org/obo/GO_0010309,34,40
http://purl.obolibrary.org/obo/GO_0015923,34,53
http://purl.obolibrary.org/obo/GO_0030058,34,41
http://purl.obolibrary.org/obo/GO_0008774,33,30
http://purl.obolibrary.org/obo/GO_0046353,32,33
http://purl.obolibrary.org/obo/GO_0034618,32,48
http://purl.obolibrary.org/obo/GO_0033990,32,43
http://purl.obolibrary.org/obo/GO_0016645,32,30
http://purl.obolibrary.org/obo/GO_0050097,32,29
http://purl.obolibrary.org/obo/GO_0015288,36,25
http://purl.obolibrary.org/obo/GO_0016840,31,43
http://purl.obolibrary.org/obo/GO_0005381,33,36
http://purl.obolibrary.org/obo/GO_0004175,31,72
http://purl.obolibrary.org/obo/GO_0004984,30,2
http://purl.obolibrary.org/obo/GO_0005549,30,2
http://purl.obolibrary.org/obo/GO_0004334,30,23
http://purl.obolibrary.org/obo/GO_0008736,48,46
http://purl.obolibrary.org/obo/GO_0045735,29,77
http://purl.obolibrary.org/obo/GO_0008534,29,63
http://purl.obolibrary.org/obo/GO_0008852,28,27
http://purl.obolibrary.org/obo/GO_0008942,28,35
http://purl.obolibrary.org/obo/GO_0004017,27,28
http://purl.obolibrary.org/obo/GO_0009015,27,39
http://purl.obolibrary.org/obo/GO_0050568,27,33
http://purl.obolibrary.org/obo/GO_0009916,26,49
http://purl.obolibrary.org/obo/GO_0015079,26,38
http://purl.obolibrary.org/obo/GO_0016702,27,24
http://purl.obolibrary.org/obo/GO_0003796,40,44
http://purl.obolibrary.org/obo/GO_0048029,26,44
http://purl.obolibrary.org/obo/GO_0015097,28,45
http://purl.obolibrary.org/obo/GO_0008733,24,28
http://purl.obolibrary.org/obo/GO_0050113,24,28
http://purl.obolibrary.org/obo/GO_0016984,24,36
http://purl.obolibrary.org/obo/GO_0004555,24,55
http://purl.obolibrary.org/obo/GO_0004725,32,50
http://purl.obolibrary.org/obo/GO_0008813,23,14
http://purl.obolibrary.org/obo/GO_0008671,23,26
http://purl.obolibrary.org/obo/GO_0004650,23,32
http://purl.obolibrary.org/obo/GO_0004540,24,46
http://purl.obolibrary.org/obo/GO_0008814,22,32
http://purl.obolibrary.org/obo/GO_0005242,22,25
http://purl.obolibrary.org/obo/GO_0016844,22,33
http://purl.obolibrary.org/obo/GO_0016157,22,35
http://purl.obolibrary.org/obo/GO_0016872,21,19
http://purl.obolibrary.org/obo/GO_0008417,22,17
http://purl.obolibrary.org/obo/GO_0005230,21,21
http://purl.obolibrary.org/obo/GO_0000030,21,33
http://purl.obolibrary.org/obo/GO_0015099,20,39
http://purl.obolibrary.org/obo/GO_0008948,20,8
http://purl.obolibrary.org/obo/GO_0015081,20,8
http://purl.obolibrary.org/obo/GO_0046537,20,33
http://purl.obolibrary.org/obo/GO_0004527,20,12
http://purl.obolibrary.org/obo/GO_0046556,29,26
http://purl.obolibrary.org/obo/GO_0015098,24,28
http://purl.obolibrary.org/obo/GO_0030599,18,32
http://purl.obolibrary.org/obo/GO_0042393,19,22
http://purl.obolibrary.org/obo/GO_0000062,17,14
http://purl.obolibrary.org/obo/GO_0016790,17,20
http://purl.obolibrary.org/obo/GO_0030515,17,41
http://purl.obolibrary.org/obo/GO_0015153,17,16
http://purl.obolibrary.org/obo/GO_0004016,16,12
http://purl.obolibrary.org/obo/GO_0015105,16,29
http://purl.obolibrary.org/obo/GO_0046917,16,33
http://purl.obolibrary.org/obo/GO_0004568,16,15
http://purl.obolibrary.org/obo/GO_0004867,17,17
http://purl.obolibrary.org/obo/GO_0016755,23,21
http://purl.obolibrary.org/obo/GO_0009976,15,3
http://purl.obolibrary.org/obo/GO_0004842,31,15
http://purl.obolibrary.org/obo/GO_0018576,14,16
http://purl.obolibrary.org/obo/GO_0004806,18,13
http://purl.obolibrary.org/obo/GO_0019001,14,23
http://purl.obolibrary.org/obo/GO_0031683,14,23
http://purl.obolibrary.org/obo/GO_0008767,14,21
http://purl.obolibrary.org/obo/GO_0003847,14,10
http://purl.obolibrary.org/obo/GO_0003950,16,7
http://purl.obolibrary.org/obo/GO_0033897,14,8
http://purl.obolibrary.org/obo/GO_0016812,13,29
http://purl.obolibrary.org/obo/GO_0004788,13,25
http://purl.obolibrary.org/obo/GO_0004071,12,3
http://purl.obolibrary.org/obo/GO_0008375,14,7
http://purl.obolibrary.org/obo/GO_0047605,11,18
http://purl.obolibrary.org/obo/GO_0003997,11,13
http://purl.obolibrary.org/obo/GO_0018024,11,14
http://purl.obolibrary.org/obo/GO_0004417,11,14
http://purl.obolibrary.org/obo/GO_0008158,11,32
http://purl.obolibrary.org/obo/GO_0050215,10,15
http://purl.obolibrary.org/obo/GO_0050144,10,17
http://purl.obolibrary.org/obo/GO_0070694,10,17
http://purl.obolibrary.org/obo/GO_0004198,10,11
http://purl.obolibrary.org/obo/GO_0008833,10,2
http://purl.obolibrary.org/obo/GO_0015658,9,9
http://purl.obolibrary.org/obo/GO_0004683,9,6
http://purl.obolibrary.org/obo/GO_0005516,9,6
http://purl.obolibrary.org/obo/GO_0047750,9,13
http://purl.obolibrary.org/obo/GO_0016730,9,8
http://purl.obolibrary.org/obo/GO_0004383,9,23
http://purl.obolibrary.org/obo/GO_0008924,9,8
http://purl.obolibrary.org/obo/GO_0004649,9,6
http://purl.obolibrary.org/obo/GO_0003978,9,5
http://purl.obolibrary.org/obo/GO_0016989,9,11
http://purl.obolibrary.org/obo/GO_0009020,9,5
http://purl.obolibrary.org/obo/GO_0008289,11,17
http://purl.obolibrary.org/obo/GO_0008193,9,6
http://purl.obolibrary.org/obo/GO_0003873,8,3
http://purl.obolibrary.org/obo/GO_0004721,8,16
http://purl.obolibrary.org/obo/GO_0034228,8,15
http://purl.obolibrary.org/obo/GO_0008810,10,28
http://purl.obolibrary.org/obo/GO_0004571,8,11
http://purl.obolibrary.org/obo/GO_0005267,15,23
http://purl.obolibrary.org/obo/GO_0004114,8,7
http://purl.obolibrary.org/obo/GO_0045156,8,1
http://purl.obolibrary.org/obo/GO_0016307,8,7
http://purl.obolibrary.org/obo/GO_0016168,8,1
http://purl.obolibrary.org/obo/GO_0008982,15,17
http://purl.obolibrary.org/obo/GO_0005272,7,2
http://purl.obolibrary.org/obo/GO_0008704,7,10
http://purl.obolibrary.org/obo/GO_0008770,7,9
http://purl.obolibrary.org/obo/GO_0009036,32,50
http://purl.obolibrary.org/obo/GO_0008373,7,0
http://purl.obolibrary.org/obo/GO_0004864,7,4
http://purl.obolibrary.org/obo/GO_0004970,10,3
http://purl.obolibrary.org/obo/GO_0005234,7,2
http://purl.obolibrary.org/obo/GO_0097351,7,6
http://purl.obolibrary.org/obo/GO_0042802,7,10
http://purl.obolibrary.org/obo/GO_0016972,6,6
http://purl.obolibrary.org/obo/GO_0015926,6,7
http://purl.obolibrary.org/obo/GO_0003830,6,7
http://purl.obolibrary.org/obo/GO_0018836,6,22
http://purl.obolibrary.org/obo/GO_0005085,6,2
http://purl.obolibrary.org/obo/GO_0008657,5,3
http://purl.obolibrary.org/obo/GO_0016760,5,8
http://purl.obolibrary.org/obo/GO_0016462,6,7
http://purl.obolibrary.org/obo/GO_0016641,5,1
http://purl.obolibrary.org/obo/GO_0035091,5,3
http://purl.obolibrary.org/obo/GO_0005044,10,12
http://purl.obolibrary.org/obo/GO_0030247,9,7
http://purl.obolibrary.org/obo/GO_0030975,5,3
http://purl.obolibrary.org/obo/GO_0008521,4,5
http://purl.obolibrary.org/obo/GO_0004674,6,4
http://purl.obolibrary.org/obo/GO_0008601,4,2
http://purl.obolibrary.org/obo/GO_0031625,4,4
http://purl.obolibrary.org/obo/GO_0004126,4,2
http://purl.obolibrary.org/obo/GO_0046923,4,0
http://purl.obolibrary.org/obo/GO_0001733,4,4
http://purl.obolibrary.org/obo/GO_0052861,4,7
http://purl.obolibrary.org/obo/GO_0050151,4,0
http://purl.obolibrary.org/obo/GO_0004497,5,7
http://purl.obolibrary.org/obo/GO_0047465,4,7
http://purl.obolibrary.org/obo/GO_0098519,4,10
http://purl.obolibrary.org/obo/GO_0004615,4,5
http://purl.obolibrary.org/obo/GO_0005096,8,5
http://purl.obolibrary.org/obo/GO_0005089,4,6
http://purl.obolibrary.org/obo/GO_0004506,4,2
http://purl.obolibrary.org/obo/GO_0017070,4,0
http://purl.obolibrary.org/obo/GO_0005544,3,2
http://purl.obolibrary.org/obo/GO_0004064,3,0
http://purl.obolibrary.org/obo/GO_0003877,3,10
http://purl.obolibrary.org/obo/GO_0004000,3,1
http://purl.obolibrary.org/obo/GO_0008811,3,4
http://purl.obolibrary.org/obo/GO_0045502,3,2
http://purl.obolibrary.org/obo/GO_0019901,3,1
http://purl.obolibrary.org/obo/GO_0047869,3,5
http://purl.obolibrary.org/obo/GO_0008378,3,4
http://purl.obolibrary.org/obo/GO_0003843,3,0
http://purl.obolibrary.org/obo/GO_0016977,3,1
http://purl.obolibrary.org/obo/GO_0033925,3,1
http://purl.obolibrary.org/obo/GO_0030699,3,6
http://purl.obolibrary.org/obo/GO_0008047,3,0
http://purl.obolibrary.org/obo/GO_0005337,3,0
http://purl.obolibrary.org/obo/GO_0030414,3,4
http://purl.obolibrary.org/obo/GO_0010277,3,1
http://purl.obolibrary.org/obo/GO_0003713,5,3
http://purl.obolibrary.org/obo/GO_0004115,3,7
http://purl.obolibrary.org/obo/GO_0000400,3,0
http://purl.obolibrary.org/obo/GO_0003968,5,11
http://purl.obolibrary.org/obo/GO_0008121,3,9
http://purl.obolibrary.org/obo/GO_0047989,2,0
http://purl.obolibrary.org/obo/GO_0003682,2,0
http://purl.obolibrary.org/obo/GO_0009882,2,3
http://purl.obolibrary.org/obo/GO_0030248,2,1
http://purl.obolibrary.org/obo/GO_0018492,2,0
http://purl.obolibrary.org/obo/GO_0015556,2,2
http://purl.obolibrary.org/obo/GO_0004583,2,4
http://purl.obolibrary.org/obo/GO_0048027,2,5
http://purl.obolibrary.org/obo/GO_0033926,2,6
http://purl.obolibrary.org/obo/GO_0004336,2,0
http://purl.obolibrary.org/obo/GO_0008440,2,1
http://purl.obolibrary.org/obo/GO_0004584,2,5
http://purl.obolibrary.org/obo/GO_0004379,3,0
http://purl.obolibrary.org/obo/GO_0047487,2,1
http://purl.obolibrary.org/obo/GO_0016756,2,4
http://purl.obolibrary.org/obo/GO_0042301,2,0
http://purl.obolibrary.org/obo/GO_0005086,2,2
http://purl.obolibrary.org/obo/GO_0051015,2,3
http://purl.obolibrary.org/obo/GO_0005540,2,2
http://purl.obolibrary.org/obo/GO_0005179,1,0
http://purl.obolibrary.org/obo/GO_0047746,1,0
http://purl.obolibrary.org/obo/GO_0019887,1,0
http://purl.obolibrary.org/obo/GO_0003779,3,0
http://purl.obolibrary.org/obo/GO_0005201,1,3
http://purl.obolibrary.org/obo/GO_0004112,1,0
http://purl.obolibrary.org/obo/GO_0005375,1,0
http://purl.obolibrary.org/obo/GO_0016715,1,0
http://purl.obolibrary.org/obo/GO_0004869,1,0
http://purl.obolibrary.org/obo/GO_0004408,1,0
http://purl.obolibrary.org/obo/GO_0004579,2,0
http://purl.obolibrary.org/obo/GO_0019120,1,6
http://purl.obolibrary.org/obo/GO_0004531,1,4
http://purl.obolibrary.org/obo/GO_0008849,1,0
http://purl.obolibrary.org/obo/GO_0016717,1,0
http://purl.obolibrary.org/obo/GO_0031369,1,1
http://purl.obolibrary.org/obo/GO_0003756,1,1
http://purl.obolibrary.org/obo/GO_0016671,1,1
http://purl.obolibrary.org/obo/GO_0004415,2,0
http://purl.obolibrary.org/obo/GO_0046559,2,5
http://purl.obolibrary.org/obo/GO_0050053,1,2
http://purl.obolibrary.org/obo/GO_0017176,1,1
http://purl.obolibrary.org/obo/GO_0004392,1,1
http://purl.obolibrary.org/obo/GO_0003688,1,0
http://purl.obolibrary.org/obo/GO_0031492,1,1
http://purl.obolibrary.org/obo/GO_0008536,1,0
http://purl.obolibrary.org/obo/GO_0047325,1,1
http://purl.obolibrary.org/obo/GO_0052725,1,1
http://purl.obolibrary.org/obo/GO_0052726,1,1
http://purl.obolibrary.org/obo/GO_0015343,1,0
http://purl.obolibrary.org/obo/GO_0008556,2,1
http://purl.obolibrary.org/obo/GO_0001104,2,1
http://purl.obolibrary.org/obo/GO_0015095,1,0
http://purl.obolibrary.org/obo/GO_0004484,1,1
http://purl.obolibrary.org/obo/GO_0004651,1,0
http://purl.obolibrary.org/obo/GO_0003690,1,1
http://purl.obolibrary.org/obo/GO_0008990,1,4
http://purl.obolibrary.org/obo/GO_0003954,1,0
http://purl.obolibrary.org/obo/GO_0004517,1,0
http://purl.obolibrary.org/obo/GO_0005351,1,1
http://purl.obolibrary.org/obo/GO_0016706,1,0
http://purl.obolibrary.org/obo/GO_0031418,1,0
http://purl.obolibrary.org/obo/GO_0004843,1,2
http://purl.obolibrary.org/obo/GO_0045158,1,0
http://purl.obolibrary.org/obo/GO_0008907,1,2
http://purl.obolibrary.org/obo/GO_0004857,1,0
http://purl.obolibrary.org/obo/GO_0016670,1,1
http://purl.obolibrary.org/obo/GO_0004521,1,1
http://purl.obolibrary.org/obo/GO_0005219,1,0
http://purl.obolibrary.org/obo/GO_0005262,1,0
http://purl.obolibrary.org/obo/GO_0051033,1,0
http://purl.obolibrary.org/obo/GO_0003712,2,1
http://purl.obolibrary.org/obo/GO_0080019,1,3
http://purl.obolibrary.org/obo/GO_0004888,1,0
http://purl.obolibrary.org/obo/GO_0030623,1,1
http://purl.obolibrary.org/obo/GO_0015204,1,3
http://purl.obolibrary.org/obo/GO_0005102,1,1
http://purl.obolibrary.org/obo/GO_0004402,1,1
http://purl.obolibrary.org/obo/GO_0008376,0,4
http://purl.obolibrary.org/obo/GO_0008827,0,4
http://purl.obolibrary.org/obo/GO_0015018,0,3
http://purl.obolibrary.org/obo/GO_2001070,0,2
http://purl.obolibrary.org/obo/GO_0043395,0,2
http://purl.obolibrary.org/obo/GO_0004435,0,2
http://purl.obolibrary.org/obo/GO_0010333,0,2
http://purl.obolibrary.org/obo/GO_0008083,0,2
http://purl.obolibrary.org/obo/GO_0008514,0,1
http://purl.obolibrary.org/obo/GO_0015114,0,1
http://purl.obolibrary.org/obo/GO_0005543,0,1
http://purl.obolibrary.org/obo/GO_0008294,0,1
http://purl.obolibrary.org/obo/GO_0019904,0,1
http://purl.obolibrary.org/obo/GO_0016534,0,1
http://purl.obolibrary.org/obo/GO_0005518,0,1
http://purl.obolibrary.org/obo/GO_0042302,0,1
http://purl.obolibrary.org/obo/GO_0016891,0,1
http://purl.obolibrary.org/obo/GO_0004318,0,1
http://purl.obolibrary.org/obo/GO_0017089,0,1
http://purl.obolibrary.org/obo/GO_0051861,0,1
http://purl.obolibrary.org/obo/GO_0016161,0,1
http://purl.obolibrary.org/obo/GO_0009044,0,1
http://purl.obolibrary.org/obo/GO_0070273,0,1
http://purl.obolibrary.org/obo/GO_0043768,0,1
http://purl.obolibrary.org/obo/GO_0004482,0,1
http://purl.obolibrary.org/obo/GO_0008901,0,1
http://purl.obolibrary.org/obo/GO_0030570,0,1
http://purl.obolibrary.org/obo/GO_0004097,0,1
http://purl.obolibrary.org/obo/GO_0008144,0,1
http://purl.obolibrary.org/obo/GO_0005319,0,2
http://purl.obolibrary.org/obo/GO_0015631,0,2
http://purl.obolibrary.org/obo/GO_0015234,0,1
http://purl.obolibrary.org/obo/GO_0000981,0,0
http://purl.obolibrary.org/obo/GO_0003980,0,0
http://purl.obolibrary.org/obo/GO_0043399,0,0
http://purl.obolibrary.org/obo/GO_0017048,0,0
http://purl.obolibrary.org/obo/GO_0008318,0,0
http://purl.obolibrary.org/obo/GO_0019211,0,0
http://purl.obolibrary.org/obo/GO_0005047,0,0
http://purl.obolibrary.org/obo/GO_0030942,0,0
http://purl.obolibrary.org/obo/GO_0050483,0,0
http://purl.obolibrary.org/obo/GO_0004652,0,0
http://purl.obolibrary.org/obo/GO_0015485,0,0
http://purl.obolibrary.org/obo/GO_0004026,0,0
http://purl.obolibrary.org/obo/GO_0004100,0,0
http://purl.obolibrary.org/obo/GO_0004564,0,0
http://purl.obolibrary.org/obo/GO_0004575,0,0
http://purl.obolibrary.org/obo/GO_0035299,0,0
http://purl.obolibrary.org/obo/GO_0004932,0,0
http://purl.obolibrary.org/obo/GO_0019905,0,0
http://purl.obolibrary.org/obo/GO_0045482,0,0
http://purl.obolibrary.org/obo/GO_0001671,0,0
http://purl.obolibrary.org/obo/GO_0005388,0,0
http://purl.obolibrary.org/obo/GO_0008509,0,0
http://purl.obolibrary.org/obo/GO_0015087,0,0
http://purl.obolibrary.org/obo/GO_0008061,0,0
http://purl.obolibrary.org/obo/GO_0016538,0,0
http://purl.obolibrary.org/obo/GO_0034061,0,0
http://purl.obolibrary.org/obo/GO_0030674,0,0
http://purl.obolibrary.org/obo/GO_0016636,0,0
http://purl.obolibrary.org/obo/GO_0004398,0,0
http://purl.obolibrary.org/obo/GO_0008242,0,0
http://purl.obolibrary.org/obo/GO_0015649,0,0
http://purl.obolibrary.org/obo/GO_0098599,0,0
http://purl.obolibrary.org/obo/GO_0043047,0,0
http://purl.obolibrary.org/obo/GO_0004180,0,0
http://purl.obolibrary.org/obo/GO_0003689,0,0
http://purl.obolibrary.org/obo/GO_0005094,0,0
http://purl.obolibrary.org/obo/GO_0008092,0,0
http://purl.obolibrary.org/obo/GO_0043130,0,0
http://purl.obolibrary.org/obo/GO_0003785,0,0
http://purl.obolibrary.org/obo/GO_0003972,0,0
http://purl.obolibrary.org/obo/GO_0050364,0,0
http://purl.obolibrary.org/obo/GO_0047396,0,0
http://purl.obolibrary.org/obo/GO_0032266,0,0
http://purl.obolibrary.org/obo/GO_0052636,0,0
http://purl.obolibrary.org/obo/GO_0034450,0,0
http://purl.obolibrary.org/obo/GO_0016503,0,0
http://purl.obolibrary.org/obo/GO_0000978,0,0
http://purl.obolibrary.org/obo/GO_0000982,0,0
http://purl.obolibrary.org/obo/GO_0046789,0,0
http://purl.obolibrary.org/obo/GO_0004861,0,0
http://purl.obolibrary.org/obo/GO_0017069,0,0
http://purl.obolibrary.org/obo/GO_0005158,0,0
http://purl.obolibrary.org/obo/GO_0030410,0,0
http://purl.obolibrary.org/obo/GO_0001614,0,0
http://purl.obolibrary.org/obo/GO_0004931,0,0
http://purl.obolibrary.org/obo/GO_0003964,0,0
http://purl.obolibrary.org/obo/GO_0017022,0,0
