Biological Process,Sample 1 Biological Process Count,Sample 2 Biological Process Count
http://purl.obolibrary.org/obo/GO_0007166,1,1
http://purl.obolibrary.org/obo/GO_0050708,1,0
http://purl.obolibrary.org/obo/GO_0015996,1,0
http://purl.obolibrary.org/obo/GO_0031124,1,0
http://purl.obolibrary.org/obo/GO_0017009,1,0
http://purl.obolibrary.org/obo/GO_0035434,1,0
http://purl.obolibrary.org/obo/GO_0009235,1,0
http://purl.obolibrary.org/obo/GO_0006826,2,2
http://purl.obolibrary.org/obo/GO_0045893,2,7
http://purl.obolibrary.org/obo/GO_1902208,1,5
http://purl.obolibrary.org/obo/GO_0016973,1,0
http://purl.obolibrary.org/obo/GO_0045493,2,5
http://purl.obolibrary.org/obo/GO_0009758,1,2
http://purl.obolibrary.org/obo/GO_0009246,1,1
http://purl.obolibrary.org/obo/GO_0036065,1,1
http://purl.obolibrary.org/obo/GO_0006788,1,1
http://purl.obolibrary.org/obo/GO_0009404,1,1
http://purl.obolibrary.org/obo/GO_0032957,1,1
http://purl.obolibrary.org/obo/GO_0019290,1,0
http://purl.obolibrary.org/obo/GO_0048511,1,1
http://purl.obolibrary.org/obo/GO_0042262,1,0
http://purl.obolibrary.org/obo/GO_0006357,2,0
http://purl.obolibrary.org/obo/GO_0015693,1,0
http://purl.obolibrary.org/obo/GO_0051302,1,3
http://purl.obolibrary.org/obo/GO_0006850,1,0
http://purl.obolibrary.org/obo/GO_0006370,1,2
http://purl.obolibrary.org/obo/GO_0006397,2,4
http://purl.obolibrary.org/obo/GO_0007059,1,0
http://purl.obolibrary.org/obo/GO_0030261,1,2
http://purl.obolibrary.org/obo/GO_0006334,1,2
http://purl.obolibrary.org/obo/GO_0071107,1,1
http://purl.obolibrary.org/obo/GO_0007160,1,1
http://purl.obolibrary.org/obo/GO_0009312,2,1
http://purl.obolibrary.org/obo/GO_0009877,2,1
http://purl.obolibrary.org/obo/GO_0006809,1,0
http://purl.obolibrary.org/obo/GO_0008643,1,1
http://purl.obolibrary.org/obo/GO_0016560,1,0
http://purl.obolibrary.org/obo/GO_0007031,1,0
http://purl.obolibrary.org/obo/GO_0016559,1,0
http://purl.obolibrary.org/obo/GO_0030328,1,1
http://purl.obolibrary.org/obo/GO_0008380,1,0
http://purl.obolibrary.org/obo/GO_0000077,1,0
http://purl.obolibrary.org/obo/GO_0043087,1,3
http://purl.obolibrary.org/obo/GO_0042176,1,0
http://purl.obolibrary.org/obo/GO_0006874,1,0
http://purl.obolibrary.org/obo/GO_0070588,1,0
http://purl.obolibrary.org/obo/GO_0006890,1,0
http://purl.obolibrary.org/obo/GO_0006887,1,3
http://purl.obolibrary.org/obo/GO_0009297,1,0
http://purl.obolibrary.org/obo/GO_0032297,1,0
http://purl.obolibrary.org/obo/GO_0033227,1,0
http://purl.obolibrary.org/obo/GO_0051782,1,3
http://purl.obolibrary.org/obo/GO_0016070,1,0
http://purl.obolibrary.org/obo/GO_0048544,1,0
http://purl.obolibrary.org/obo/GO_0006858,1,3
http://purl.obolibrary.org/obo/GO_0006606,1,1
http://purl.obolibrary.org/obo/GO_0043547,1,0
http://purl.obolibrary.org/obo/GO_0071918,1,3
http://purl.obolibrary.org/obo/GO_0007010,1,0
http://purl.obolibrary.org/obo/GO_0007275,1,1
http://purl.obolibrary.org/obo/GO_0016055,1,1
http://purl.obolibrary.org/obo/GO_0018189,0,8
http://purl.obolibrary.org/obo/GO_0043401,0,3
http://purl.obolibrary.org/obo/GO_0007005,0,2
http://purl.obolibrary.org/obo/GO_1901031,0,2
http://purl.obolibrary.org/obo/GO_0006338,0,2
http://purl.obolibrary.org/obo/GO_0040007,0,2
http://purl.obolibrary.org/obo/GO_0042546,0,2
http://purl.obolibrary.org/obo/GO_0015711,0,1
http://purl.obolibrary.org/obo/GO_0019083,0,1
http://purl.obolibrary.org/obo/GO_0030071,0,1
http://purl.obolibrary.org/obo/GO_0035435,0,1
http://purl.obolibrary.org/obo/GO_0018279,0,1
http://purl.obolibrary.org/obo/GO_0042981,0,1
http://purl.obolibrary.org/obo/GO_0009415,0,1
http://purl.obolibrary.org/obo/GO_0045747,0,1
http://purl.obolibrary.org/obo/GO_0019217,0,1
http://purl.obolibrary.org/obo/GO_0034453,0,1
http://purl.obolibrary.org/obo/GO_0048870,0,1
http://purl.obolibrary.org/obo/GO_0009847,0,1
http://purl.obolibrary.org/obo/GO_0046836,0,1
http://purl.obolibrary.org/obo/GO_0016255,0,1
http://purl.obolibrary.org/obo/GO_0048193,0,1
http://purl.obolibrary.org/obo/GO_0006376,0,1
http://purl.obolibrary.org/obo/GO_0009372,0,2
http://purl.obolibrary.org/obo/GO_0007094,0,1
http://purl.obolibrary.org/obo/GO_0017148,0,1
http://purl.obolibrary.org/obo/GO_0042710,0,1
http://purl.obolibrary.org/obo/GO_0016573,0,1
http://purl.obolibrary.org/obo/GO_0007067,0,1
http://purl.obolibrary.org/obo/GO_0007283,0,1
http://purl.obolibrary.org/obo/GO_0009395,0,1
http://purl.obolibrary.org/obo/GO_0034968,0,1
http://purl.obolibrary.org/obo/GO_0010207,0,1
http://purl.obolibrary.org/obo/GO_0006659,0,1
http://purl.obolibrary.org/obo/GO_0046907,0,1
http://purl.obolibrary.org/obo/GO_0090305,0,1
http://purl.obolibrary.org/obo/GO_0006359,0,1
http://purl.obolibrary.org/obo/GO_2001256,0,1
http://purl.obolibrary.org/obo/GO_0007021,0,1
http://purl.obolibrary.org/obo/GO_0006367,0,1
http://purl.obolibrary.org/obo/GO_0015888,0,1
http://purl.obolibrary.org/obo/GO_0048278,0,0
http://purl.obolibrary.org/obo/GO_0007623,0,0
http://purl.obolibrary.org/obo/GO_0019988,0,0
http://purl.obolibrary.org/obo/GO_0030036,0,0
http://purl.obolibrary.org/obo/GO_0006897,0,0
http://purl.obolibrary.org/obo/GO_0007015,0,0
http://purl.obolibrary.org/obo/GO_0032065,0,0
http://purl.obolibrary.org/obo/GO_0030833,0,0
http://purl.obolibrary.org/obo/GO_0018342,0,0
http://purl.obolibrary.org/obo/GO_0002098,0,0
http://purl.obolibrary.org/obo/GO_0034227,0,0
http://purl.obolibrary.org/obo/GO_0006190,0,0
http://purl.obolibrary.org/obo/GO_0006302,0,0
http://purl.obolibrary.org/obo/GO_0006368,0,0
http://purl.obolibrary.org/obo/GO_0016570,0,0
http://purl.obolibrary.org/obo/GO_0043631,0,0
http://purl.obolibrary.org/obo/GO_0006366,0,0
http://purl.obolibrary.org/obo/GO_0006066,0,0
http://purl.obolibrary.org/obo/GO_0034508,0,0
http://purl.obolibrary.org/obo/GO_0006031,0,0
http://purl.obolibrary.org/obo/GO_0007076,0,0
http://purl.obolibrary.org/obo/GO_0008608,0,0
http://purl.obolibrary.org/obo/GO_0007338,0,0
http://purl.obolibrary.org/obo/GO_0000001,0,0
http://purl.obolibrary.org/obo/GO_0032968,0,0
http://purl.obolibrary.org/obo/GO_0005993,0,0
http://purl.obolibrary.org/obo/GO_0016106,0,0
http://purl.obolibrary.org/obo/GO_0031047,0,0
http://purl.obolibrary.org/obo/GO_0019079,0,0
http://purl.obolibrary.org/obo/GO_0006333,0,0
http://purl.obolibrary.org/obo/GO_0009733,0,0
http://purl.obolibrary.org/obo/GO_0006891,0,0
http://purl.obolibrary.org/obo/GO_0006824,0,0
http://purl.obolibrary.org/obo/GO_0051382,0,0
http://purl.obolibrary.org/obo/GO_0071816,0,0
http://purl.obolibrary.org/obo/GO_0000290,0,0
http://purl.obolibrary.org/obo/GO_0043085,0,0
http://purl.obolibrary.org/obo/GO_0009636,0,0
http://purl.obolibrary.org/obo/GO_0048013,0,0
http://purl.obolibrary.org/obo/GO_0007219,0,0
http://purl.obolibrary.org/obo/GO_0007423,0,0
http://purl.obolibrary.org/obo/GO_0043066,0,0
http://purl.obolibrary.org/obo/GO_0010024,0,0
http://purl.obolibrary.org/obo/GO_0006547,0,0
http://purl.obolibrary.org/obo/GO_0044179,0,0
http://purl.obolibrary.org/obo/GO_0007009,0,0
http://purl.obolibrary.org/obo/GO_0046411,0,0
http://purl.obolibrary.org/obo/GO_0016480,0,0
http://purl.obolibrary.org/obo/GO_0000002,0,0
http://purl.obolibrary.org/obo/GO_0000390,0,0
http://purl.obolibrary.org/obo/GO_0051726,0,0
http://purl.obolibrary.org/obo/GO_0006383,0,0
http://purl.obolibrary.org/obo/GO_0006953,0,0
http://purl.obolibrary.org/obo/GO_0019915,0,0
http://purl.obolibrary.org/obo/GO_0031204,0,0
http://purl.obolibrary.org/obo/GO_0045132,0,0
http://purl.obolibrary.org/obo/GO_0006465,0,0
http://purl.obolibrary.org/obo/GO_0051321,0,0
http://purl.obolibrary.org/obo/GO_0051090,0,0
http://purl.obolibrary.org/obo/GO_0010833,0,0
http://purl.obolibrary.org/obo/GO_0009820,0,0
http://purl.obolibrary.org/obo/GO_0006650,0,0
http://purl.obolibrary.org/obo/GO_0070072,0,0
http://purl.obolibrary.org/obo/GO_0071766,0,0
http://purl.obolibrary.org/obo/GO_0048280,0,0
http://purl.obolibrary.org/obo/GO_0031145,0,0
http://purl.obolibrary.org/obo/GO_0016485,0,0
http://purl.obolibrary.org/obo/GO_0010508,0,0
http://purl.obolibrary.org/obo/GO_0006030,0,0
http://purl.obolibrary.org/obo/GO_0015012,0,0
http://purl.obolibrary.org/obo/GO_0000042,0,0
http://purl.obolibrary.org/obo/GO_0019064,0,0
http://purl.obolibrary.org/obo/GO_0000122,0,0
http://purl.obolibrary.org/obo/GO_0030418,0,0
http://purl.obolibrary.org/obo/GO_0042246,0,0
http://purl.obolibrary.org/obo/GO_0006378,0,0
http://purl.obolibrary.org/obo/GO_0033198,0,0
http://purl.obolibrary.org/obo/GO_0098655,0,0
http://purl.obolibrary.org/obo/GO_0001682,0,0
http://purl.obolibrary.org/obo/GO_0009611,0,0
http://purl.obolibrary.org/obo/GO_0039694,0,0
http://purl.obolibrary.org/obo/GO_0018149,0,0
